OBJECTID,SITEID,NAME,WEB_PAGE,BOAT FACILITY,CAMPING,HUNTING,PDFMAP,HUNT_ACCESS,ACRES,LATITUDE,LONGITUDE,MGMT_ID,x,y
38582,2034040,Crystal Cross,https://myfwp.mt.gov/fishMT/fas/39754493,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754493.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,30,45.20224,-110.89983,39754493,-12345313.5343,5653417.8287
38583,2517695,Forest Cooper,https://myfwp.mt.gov/fishMT/fas/39754521,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754521.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.96901,-114.14079,39754521,-12706096.4173,5775385.7772
38584,281525,Silver Star,https://myfwp.mt.gov/fishMT/fas/39753448,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753448.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,24,45.68639,-112.28244,39753448,-12499225.3918,5730235.8313
38585,281695,Corrals,https://myfwp.mt.gov/fishMT/fas/39753520,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753520.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.11423,-112.75359,39753520,-12551674.1821,5639523.2569
38586,2033995,Grasshopper,https://myfwp.mt.gov/fishMT/fas/39754489,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754489.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.10008,-112.77756,39754489,-12554342.2884,5637291.3002
38587,39355988,Angler's Roost,https://myfwp.mt.gov/fishMT/fas/39753889,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753889.pdf,,0,46.19893,-114.16943,39753889,-12709284.02,5812286.4081
38588,280172,Walstad,https://myfwp.mt.gov/fishMT/fas/39754043,"Dock, Ramp (Concrete)",No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754043.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,47.81127,-114.26549,39754043,-12719977.8437,6075515.5674
38589,44226273,Selway Park,https://myfwp.mt.gov/fishMT/fas/67814639,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/67814639.pdf,,,45.2351,-112.6252,67814639,-12537442.3923,5658543.1089
38590,43539971,Gold Creek,https://myfwp.mt.gov/fishMT/fas/47251882,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/47251882.pdf,,,337531.27049743,265801.88135636,47251882,-12571087.0091,5875453.0112
38591,283564,Rock Creek,https://myfwp.mt.gov/fishMT/fas/39754327,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754327.pdf,,467,47.76763,-106.28588,39754327,-11829025.9411,6064505.5454
38592,6640668,Angevine,https://myfwp.mt.gov/fishMT/fas/39754559,Hand Launch,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754559.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,13,46.89663,-113.76333,39754559,-12664077.2148,5925218.6834
38593,281410,Dailey Lake,https://myfwp.mt.gov/fishMT/fas/39753414,"Ramp (Concrete), Dock",Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753414.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,45.26001529,-110.81174626,39753414,-12335508.5284,5662549.9219
38594,280768,Gillies Bridge,https://myfwp.mt.gov/fishMT/fas/39754183,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754183.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,46.33025531,-113.53623474,39754183,-12638889.1607,5833418.3835
38595,1191759,Lewis and Clark,https://myfwp.mt.gov/fishMT/fas/39754485,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754485.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,35,48.06811,-105.53745,39754485,-11748376.712,6118193.9387
38596,7404192,Lower Osprey,https://myfwp.mt.gov/fishMT/fas/39754595,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754595.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,21,47.02214,-114.64553,39754595,-12762283.7951,5945689.3288
38597,10283453,Middle Osprey,https://myfwp.mt.gov/fishMT/fas/39754630,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754630.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,24,47.01952,-114.62746,39754630,-12760271.4416,5945261.0989
38598,7404185,Upper Osprey,https://myfwp.mt.gov/fishMT/fas/39754593,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754593.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,15,47.0139,-114.59952,39754593,-12757161.7365,5944343.5476
38599,10560682,Paradise Crossing,https://myfwp.mt.gov/fishMT/fas/39754634,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754634.pdf,,12,47.38347,-114.79906,39754634,-12779374.2867,6004893.1085
38600,7404164,Ralph's Takeout,https://myfwp.mt.gov/fishMT/fas/39754591,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754591.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,75,47.0126,-114.69037,39754591,-12767274.7553,5944132.6458
38601,10773942,Weymiller,https://myfwp.mt.gov/fishMT/fas/39754672,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754672.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,5,45.02685,-109.06094,39754672,-12140609.6866,5625750.5704
38602,11189495,Holmgren Ranch,https://myfwp.mt.gov/fishMT/fas/39754257,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754257.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,71,45.66329,-109.34832,39754257,-12172601.0855,5726556.0418
38603,11189471,Alkali Creek,https://myfwp.mt.gov/fishMT/fas/39754259,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754259.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,48.34307,-107.94821,39754259,-12016741.4183,6164121.2918
38604,11283340,Amelia Island,https://myfwp.mt.gov/fishMT/fas/39754670,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754670.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,5,46.31333,-107.2392,39754670,-11937814.1512,5830705.3818
38605,11291527,Jeffrey's Landing,https://myfwp.mt.gov/fishMT/fas/39754648,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754648.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,45.53753,-109.41899,39754648,-12180467.5584,5706546.2179
38606,283556,Fort Peck Dredge Cut Pond,https://myfwp.mt.gov/fishMT/fas/39754323,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754323.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,119,48.05553,-106.44177,39754323,-11849044.8506,6116099.0428
38607,281759,Highway 89 Bridge,https://myfwp.mt.gov/fishMT/fas/39753556,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753556.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.71723,-110.4664,39753556,-12297065.0615,5735151.9496
38608,282539,Devils Kitchen,https://myfwp.mt.gov/fishMT/fas/39753676,Hand Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753676.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,47.13871,-111.85194,39753676,-12451302.3962,5964746.2573
38609,281628,Sportsman's Park,https://myfwp.mt.gov/fishMT/fas/39753482,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753482.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,38,45.88535,-113.16614,39753482,-12597598.1849,5761995.7203
38610,282580,Hruska,https://myfwp.mt.gov/fishMT/fas/39753688,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753688.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,52,47.11126,-109.50574,39753688,-12190124.8371,5960254.8377
38611,282601,Dunes,https://myfwp.mt.gov/fishMT/fas/39753696,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753696.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,61,47.40442,-111.5314,39753696,-12415619.9432,6008339.1791
38612,39337891,Thibodeau Rapids,https://myfwp.mt.gov/fishMT/fas/39753892,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753892.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,0,46.95311,-113.61894,39753892,-12647973.1735,5934387.8249
38613,39337893,Sheep Flats,https://myfwp.mt.gov/fishMT/fas/39753890,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753890.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,0,46.9478,-113.62948,39753890,-12649011.6733,5933722.8028
38614,39337897,Red Rocks,https://myfwp.mt.gov/fishMT/fas/39753894,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753894.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,0,46.94152,-113.59848,39753894,-12645879.6987,5932710.5276
38615,38715622,Roundup,https://myfwp.mt.gov/fishMT/fas/39753898,Raft Slide Launch,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753898.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,46.94598536,-113.43310729,39753898,-12627317.2024,5933263.0207
38616,282533,Eureka Reservoir,https://myfwp.mt.gov/fishMT/fas/39753674,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753674.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,35,47.87772,-112.31407,39753674,-12502746.6036,6086537.3409
38617,282562,Bynum Reservoir,https://myfwp.mt.gov/fishMT/fas/39753684,Ramp (Concrete),Yes,,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753684.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,47.95988779,-112.40543498,39753684,-12512917.2449,6100185.2974
38618,282559,Fort Shaw,https://myfwp.mt.gov/fishMT/fas/39753682,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753682.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,47.51375,-111.81532,39753682,-12447225.8077,6026339.4582
38619,282591,Loma Bridge,https://myfwp.mt.gov/fishMT/fas/39753692,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753692.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,5,47.93191,-110.50547,39753692,-12301414.1055,6095536.0273
38620,283536,Fresno Tailwater,https://myfwp.mt.gov/fishMT/fas/39754315,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754315.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,36,48.59838,-109.94099,39754315,-12238576.9496,6206988.6953
38621,283546,Faber Reservoir,https://myfwp.mt.gov/fishMT/fas/39754319,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754319.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,33,48.26268,-109.13737,39754319,-12149117.4186,6150668.8002
38622,282525,Upper Carter Pond,https://myfwp.mt.gov/fishMT/fas/39753670,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753670.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,5,47.15505,-109.42786,39753670,-12181454.9011,5967420.5056
38623,282465,Brewery Flats,https://myfwp.mt.gov/fishMT/fas/39753650,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753650.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,23,47.04711,-109.41233,39753650,-12179725.9168,5949767.5232
38624,282542,Martinsdale Reservoir,https://myfwp.mt.gov/fishMT/fas/39753678,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753678.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,336,46.45061,-110.28213,39753678,-12276551.5968,5852857.434
38625,281734,Jim Posewitz Free River,https://myfwp.mt.gov/fishMT/fas/39753542,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753542.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,13,45.60726,-110.5734,39753542,-12308976.461,5717635.2966
38626,281673,Carter's Bridge,https://myfwp.mt.gov/fishMT/fas/39753508,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753508.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.597,-110.56503,39753508,-12308044.1888,5716002.9242
38627,281492,Pine Creek,https://myfwp.mt.gov/fishMT/fas/39753434,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753434.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.51182,-110.58341,39753434,-12310090.734,5702461.5741
38628,281593,Sheep Mountain,https://myfwp.mt.gov/fishMT/fas/39753470,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753470.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,7,45.73056,-110.40705,39753470,-12290457.8053,5737277.6006
38629,281417,Springdale Bridge,https://myfwp.mt.gov/fishMT/fas/39753416,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753416.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,14,45.74353,-110.23135,39753416,-12270899.2311,5739345.8997
38630,281573,Point of Rocks,https://myfwp.mt.gov/fishMT/fas/39753466,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753466.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,59,45.25476,-110.8694,39753466,-12341926.4866,5661718.7243
38631,281542,Slip & Slide,https://myfwp.mt.gov/fishMT/fas/39753454,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753454.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,14,45.16564,-110.84027,39753454,-12338683.4399,5647636.172
38632,281698,Brogan's Landing,https://myfwp.mt.gov/fishMT/fas/39753522,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753522.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,45.10201,-110.78228,39753522,-12332228.1302,5637596.3778
38633,281710,Emigrant,https://myfwp.mt.gov/fishMT/fas/39753530,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753530.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.36703,-110.7255,39753530,-12325907.6262,5679490.9477
38634,281713,Emigrant West,https://myfwp.mt.gov/fishMT/fas/39753532,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753532.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,72,45.37657,-110.72437,39753532,-12325782.3166,5681002.0924
38635,6832872,Weigh Station,https://myfwp.mt.gov/fishMT/fas/39754561,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754561.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,6,46.8797,-113.85248,39754561,-12674001.508,5922460.686
38636,6866780,Widow Coulee,https://myfwp.mt.gov/fishMT/fas/39754569,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754569.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,47.62784,-111.03187,39754569,-12360012.6966,6045164.4228
38637,6982941,Shady Lane,https://myfwp.mt.gov/fishMT/fas/39754585,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754585.pdf,,5,48.21126,-114.26243,39754585,-12719636.8486,6142074.7988
38638,279964,Kokanee Bend,https://myfwp.mt.gov/fishMT/fas/39754007,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754007.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,185,48.34989,-114.21425,39754007,-12714273.4335,6165263.9355
38639,561571,Clearwater Crossing,https://myfwp.mt.gov/fishMT/fas/39754449,Hand Launch,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754449.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,16,47.00106,-113.38001,39754449,-12621406.0535,5942248.5053
38640,280923,Johnsrud Park,https://myfwp.mt.gov/fishMT/fas/39754243,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754243.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,18,46.91644,-113.67854,39754243,-12654638.6951,5928447.4231
38641,1165712,Culbertson Bridge,https://myfwp.mt.gov/fishMT/fas/39754483,Ramp (Concrete),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754483.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,48.12247,-104.47528,39754483,-11630136.3666,6127254.8126
38642,633671,Newlan Creek Reservoir,https://myfwp.mt.gov/fishMT/fas/39754461,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754461.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,156,46.64273,-110.93724,39754461,-12349478.8036,5883953.2338
38643,283842,Diamond Willow,https://myfwp.mt.gov/fishMT/fas/39754395,Hand Launch,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754395.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,80,47.75593,-104.05443,39754395,-11583287.1311,6066347.5673
38644,283775,Sidney Bridge,https://myfwp.mt.gov/fishMT/fas/39754377,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754377.pdf,,2,47.67342,-104.15671,39754377,-11594673.0053,6052696.1896
38645,283772,Johnson Reservoir,https://myfwp.mt.gov/fishMT/fas/39754375,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754375.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,30,47.31316,-105.09635,39754375,-11699273.3659,5993342.0268
38646,280733,K. Ross Toole,https://myfwp.mt.gov/fishMT/fas/39754165,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754165.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,31,46.90393,-113.72593,39754165,-12659913.8858,5926407.7491
38647,1504246,Demmons,https://myfwp.mt.gov/fishMT/fas/39754487,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754487.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,1,46.24729,-114.17688,39754487,-12710113.88,5820067.8442
38648,281646,Ruby Island,https://myfwp.mt.gov/fishMT/fas/39753494,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753494.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,46,45.32415,-112.11523,39753494,-12480611.7658,5672698.8856
38649,283103,South Hills,https://myfwp.mt.gov/fishMT/fas/39753814,No Boat Facilities,No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753814.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,2,45.74304,-108.50976,39753814,-12079252.2128,5739268.0515
38650,281716,Ennis,https://myfwp.mt.gov/fishMT/fas/39753534,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753534.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,49,45.34442,-111.72309,39753534,-12436958.5064,5675908.931
38651,281987,Mayor's Landing,https://myfwp.mt.gov/fishMT/fas/39753600,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753600.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,45.66608,-110.53962,39753600,-12305215.2468,5727000.1242
38652,280692,Forks,https://myfwp.mt.gov/fishMT/fas/39754159,Hand Launch,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754159.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,6,46.92625,-114.7014,39754159,-12768503.2787,5930044.8843
38653,280651,Bell Crossing,https://myfwp.mt.gov/fishMT/fas/39754137,Ramp (Gravel),No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754137.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,65,46.44434,-114.12629,39754137,-12704482.2726,5851843.4581
38654,280549,Woodside Bridge,https://myfwp.mt.gov/fishMT/fas/39754109,Ramp (Concrete),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754109.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,4,46.31324,-114.14482,39754109,-12706545.0394,5830690.1337
38655,10610143,Little Muddy Creek,https://myfwp.mt.gov/fishMT/fas/39754636,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754636.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,,47.34031704,-111.60807421,39754636,-12424155.4149,5997801.5704
38656,280799,Schwartz Creek,https://myfwp.mt.gov/fishMT/fas/39754197,Ramp (Gravel),No,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754197.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,14,46.75194,-113.71844,39754197,-12659080.3157,5901679.5941
38657,281721,Erwin Bridge,https://myfwp.mt.gov/fishMT/fas/39753536,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753536.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,72,45.76922,-111.23904,39753536,-12383074.8695,5743443.8363
38658,5986103,Stuart Mill Bay,https://myfwp.mt.gov/fishMT/fas/39754543,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754543.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,356,46.1748,-113.27537,39754543,-12609757.7931,5808407.2411
38659,283211,Voyagers Rest,https://myfwp.mt.gov/fishMT/fas/39753858,Ramp (Gravel),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753858.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,20,45.99683,-108.13059,39753858,-12037043.9959,5779841.8512
38660,283543,Bjornberg Bridge,https://myfwp.mt.gov/fishMT/fas/39754317,No Boat Facilities,No,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754317.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,28,48.50798,-107.21653,39754317,-11935291.2188,6191785.9827
38661,283158,Captain Clark,https://myfwp.mt.gov/fishMT/fas/39753836,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753836.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,149,46.07385,-107.71838,39753836,-11991156.7094,5792193.329
38662,283177,General Custer,https://myfwp.mt.gov/fishMT/fas/39753842,Ramp (Concrete),Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39753842.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,34,45.92642,-107.57859,39753842,-11975595.1237,5768566.419
38663,11284232,Kona Bridge,https://myfwp.mt.gov/fishMT/fas/39754650,No Boat Facilities,Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754650.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,3,46.89857,-114.15167,39754650,-12707306.8059,5925534.2372
38664,11292973,Largent's Bend,https://myfwp.mt.gov/fishMT/fas/39754261,No Boat Facilities,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754261.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,169,47.54021,-111.63161,39754261,-12426775.0888,6030702.0965
38665,11292329,Harper's Bridge,https://myfwp.mt.gov/fishMT/fas/39754255,Ramp (Concrete),Yes,NO HUNTING,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754255.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,12,46.9315,-114.20778,39754255,-12713553.2327,5930902.0784
38666,12504092,McWenneger Slough,https://myfwp.mt.gov/fishMT/fas/39754660,No Boat Facilities,Yes,HUNTING ALLOWED,https://fwp.mt.gov/binaries/content/assets/fwp/gisresources/visitmaps/fas/39754660.pdf,Refer to current hunting regulations for hunting and weapons restrictions.,20,48.22052,-114.20413,39754660,-12713146.8554,6143621.6225
